,participant_id,Condition,Classifier,Confusion_Matrix,CV_Train_Bal_Accuracy,CV_Test_Bal_Accuracy,Test_Bal_Accuracy,CV_Train_Accuracy,CV_Test_Accuracy,Test_Accuracy,CV_Train_Precision,CV_Test_Precision,Test_Precision,CV_Train_Matthews_coef,CV_Test_Matthews_coef,Matthews_Coef,CV_Train_Recall,CV_Test_Recall,Test_recall,CV_Train_Fbeta_0.5,Fbeta_0.5,CV_Train_Fbeta_1.5,CV_Test_Fbeta_1.5,Fbeta_1.5,CV_Train_F1,CV_Test_F1,F1_score,CV_Train_ROC_AUC,CV_Test_ROC_AUC,Test_ROC_AUC,Mean Fit Time,Mean Score Time
806,sub-031,Green/Inverted/Silhouettes,RF,"[[30  0]
 [ 4  2]]",100.0,50.0,66.7,100.0,80.0,88.9,100.0,0.0,100.0,1.0,0.0,0.542,100.0,0.0,33.3,1.0,0.714,1.0,0.0,0.419,1.0,0.0,0.5,1.0,0.5,0.667,0.523,0.07
807,sub-031,Target-Nontarget,SVM,"[[210  30]
 [  5  43]]",100.0,90.8,88.5,100.0,91.4,87.8,100.0,69.2,58.9,1.0,0.74,0.66,100.0,90.0,89.6,1.0,0.632,1.0,0.824,0.772,1.0,0.783,0.711,1.0,0.908,0.885,32.489,0.039
808,sub-031,Target-Nontarget,LDA,"[[220  20]
 [ 14  34]]",100.0,86.9,81.2,100.0,91.4,88.2,100.0,72.7,63.0,1.0,0.711,0.597,100.0,80.0,70.8,1.0,0.644,1.0,0.776,0.682,1.0,0.762,0.667,1.0,0.869,0.812,8.62,0.059
809,sub-031,Target-Nontarget,RF,"[[238   2]
 [ 36  12]]",100.0,65.0,62.1,100.0,87.9,86.8,100.0,100.0,85.7,1.0,0.512,0.419,100.0,30.0,25.0,1.0,0.577,1.0,0.382,0.32,1.0,0.462,0.387,1.0,0.65,0.621,4.225,0.124
810,sub-032,Neutral/Upright/Faces,SVM,"[[18 12]
 [ 0  6]]",100.0,79.2,80.0,100.0,66.7,66.7,100.0,37.5,33.3,1.0,0.468,0.447,100.0,100.0,100.0,1.0,0.385,1.0,0.661,0.619,1.0,0.545,0.5,1.0,0.792,0.8,0.488,0.037
811,sub-032,Neutral/Upright/Faces,LDA,"[[28  2]
 [ 2  4]]",89.5,58.3,80.0,96.1,73.3,88.9,94.1,33.3,66.7,0.846,0.167,0.6,80.0,33.3,66.7,0.909,0.667,0.839,0.333,0.667,0.865,0.333,0.667,0.895,0.583,0.8,1.458,0.055
812,sub-032,Neutral/Upright/Faces,RF,"[[30  0]
 [ 5  1]]",100.0,66.7,58.3,100.0,86.7,86.1,100.0,100.0,100.0,1.0,0.535,0.378,100.0,33.3,16.7,1.0,0.5,1.0,0.419,0.224,1.0,0.5,0.286,1.0,0.667,0.583,0.531,0.069
813,sub-032,Neutral/Upright/Silhouettes,SVM,"[[17 13]
 [ 0  6]]",100.0,79.2,78.3,100.0,66.7,63.9,100.0,37.5,31.6,1.0,0.468,0.423,100.0,100.0,100.0,1.0,0.366,1.0,0.661,0.6,1.0,0.545,0.48,1.0,0.792,0.783,0.581,0.025
814,sub-032,Neutral/Upright/Silhouettes,LDA,"[[30  0]
 [ 2  4]]",94.3,79.2,83.3,96.9,86.7,94.4,90.5,66.7,100.0,0.886,0.583,0.791,90.5,66.7,66.7,0.905,0.909,0.905,0.667,0.743,0.905,0.667,0.8,0.943,0.792,0.833,0.828,0.04
815,sub-032,Neutral/Upright/Silhouettes,RF,"[[30  0]
 [ 5  1]]",100.0,66.7,58.3,100.0,86.7,86.1,100.0,100.0,100.0,1.0,0.535,0.378,100.0,33.3,16.7,1.0,0.5,1.0,0.419,0.224,1.0,0.5,0.286,1.0,0.667,0.583,0.563,0.061
816,sub-032,Green/Upright/Faces,SVM,"[[22  8]
 [ 0  6]]",100.0,87.5,86.7,100.0,80.0,77.8,100.0,50.0,42.9,1.0,0.612,0.561,100.0,100.0,100.0,1.0,0.484,1.0,0.765,0.709,1.0,0.667,0.6,1.0,0.875,0.867,0.554,0.041
817,sub-032,Green/Upright/Faces,LDA,"[[30  0]
 [ 3  3]]",100.0,83.3,75.0,100.0,93.3,91.7,100.0,100.0,100.0,1.0,0.784,0.674,100.0,66.7,50.0,1.0,0.833,1.0,0.743,0.591,1.0,0.8,0.667,1.0,0.833,0.75,0.87,0.035
818,sub-032,Green/Upright/Faces,RF,"[[29  1]
 [ 3  3]]",100.0,83.3,73.3,100.0,93.3,88.9,100.0,100.0,75.0,1.0,0.784,0.553,100.0,66.7,50.0,1.0,0.682,1.0,0.743,0.557,1.0,0.8,0.6,1.0,0.833,0.733,0.519,0.071
819,sub-032,Green/Upright/Silhouettes,SVM,"[[18 12]
 [ 1  5]]",100.0,83.3,71.7,100.0,73.3,63.9,100.0,42.9,29.4,1.0,0.535,0.323,100.0,100.0,83.3,1.0,0.338,1.0,0.709,0.533,1.0,0.6,0.435,1.0,0.833,0.717,0.668,0.041
820,sub-032,Green/Upright/Silhouettes,LDA,"[[28  2]
 [ 4  2]]",84.3,66.7,63.3,93.0,86.7,83.3,83.3,100.0,50.0,0.731,0.535,0.316,71.4,33.3,33.3,0.806,0.455,0.747,0.419,0.371,0.769,0.5,0.4,0.843,0.667,0.633,1.279,0.035
821,sub-032,Green/Upright/Silhouettes,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.513,0.065
822,sub-032,Neutral/Inverted/Faces,SVM,"[[25  5]
 [ 0  6]]",100.0,83.3,91.7,100.0,73.3,86.1,100.0,42.9,54.5,1.0,0.535,0.674,100.0,100.0,100.0,1.0,0.6,1.0,0.709,0.796,1.0,0.6,0.706,1.0,0.833,0.917,0.587,0.039
823,sub-032,Neutral/Inverted/Faces,LDA,"[[30  0]
 [ 3  3]]",94.8,66.7,75.0,97.7,86.7,91.7,95.0,100.0,100.0,0.913,0.535,0.674,90.5,33.3,50.0,0.941,0.833,0.918,0.419,0.591,0.927,0.5,0.667,0.948,0.667,0.75,1.046,0.044
824,sub-032,Neutral/Inverted/Faces,RF,"[[30  0]
 [ 6  0]]",100.0,66.7,50.0,100.0,86.7,83.3,100.0,100.0,0.0,1.0,0.535,0.0,100.0,33.3,0.0,1.0,0.0,1.0,0.419,0.0,1.0,0.5,0.0,1.0,0.667,0.5,0.506,0.067
825,sub-032,Neutral/Inverted/Silhouettes,SVM,"[[16 14]
 [ 0  6]]",100.0,79.2,76.7,100.0,66.7,61.1,100.0,37.5,30.0,1.0,0.468,0.4,100.0,100.0,100.0,1.0,0.349,1.0,0.661,0.582,1.0,0.545,0.462,1.0,0.792,0.767,0.654,0.024
826,sub-032,Neutral/Inverted/Silhouettes,LDA,"[[29  1]
 [ 2  4]]",91.5,79.2,81.7,95.3,86.7,91.7,85.7,66.7,80.0,0.829,0.583,0.683,85.7,66.7,66.7,0.857,0.769,0.857,0.667,0.703,0.857,0.667,0.727,0.915,0.792,0.817,0.899,0.065
827,sub-032,Neutral/Inverted/Silhouettes,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.549,0.066
828,sub-032,Green/Inverted/Faces,SVM,"[[24  6]
 [ 0  6]]",100.0,91.7,90.0,100.0,86.7,83.3,100.0,60.0,50.0,1.0,0.707,0.632,100.0,100.0,100.0,1.0,0.556,1.0,0.83,0.765,1.0,0.75,0.667,1.0,0.917,0.9,0.534,0.024
829,sub-032,Green/Inverted/Faces,LDA,"[[30  0]
 [ 2  4]]",99.1,83.3,83.3,98.4,93.3,94.4,91.3,100.0,100.0,0.947,0.784,0.791,100.0,66.7,66.7,0.929,0.909,0.972,0.743,0.743,0.955,0.8,0.8,0.991,0.833,0.833,0.928,0.038
830,sub-032,Green/Inverted/Faces,RF,"[[30  0]
 [ 3  3]]",100.0,83.3,75.0,100.0,93.3,91.7,100.0,100.0,100.0,1.0,0.784,0.674,100.0,66.7,50.0,1.0,0.833,1.0,0.743,0.591,1.0,0.8,0.667,1.0,0.833,0.75,0.55,0.071
831,sub-032,Green/Inverted/Silhouettes,SVM,"[[25  5]
 [ 0  6]]",100.0,91.7,91.7,100.0,86.7,86.1,100.0,60.0,54.5,1.0,0.707,0.674,100.0,100.0,100.0,1.0,0.6,1.0,0.83,0.796,1.0,0.75,0.706,1.0,0.917,0.917,0.534,0.036
832,sub-032,Green/Inverted/Silhouettes,LDA,"[[29  1]
 [ 4  2]]",97.2,83.3,65.0,98.4,93.3,86.1,95.2,100.0,66.7,0.943,0.784,0.405,95.2,66.7,33.3,0.952,0.556,0.952,0.743,0.394,0.952,0.8,0.444,0.972,0.833,0.65,1.371,0.021
833,sub-032,Green/Inverted/Silhouettes,RF,"[[30  0]
 [ 5  1]]",100.0,50.0,58.3,100.0,80.0,86.1,100.0,0.0,100.0,1.0,0.0,0.378,100.0,0.0,16.7,1.0,0.5,1.0,0.0,0.224,1.0,0.0,0.286,1.0,0.5,0.583,0.572,0.073
834,sub-032,Target-Nontarget,SVM,"[[215  25]
 [  6  42]]",100.0,85.9,88.5,100.0,87.0,89.2,100.0,57.1,62.7,1.0,0.621,0.68,100.0,84.2,87.5,1.0,0.665,1.0,0.735,0.78,1.0,0.681,0.73,1.0,0.859,0.885,31.008,0.042
835,sub-032,Target-Nontarget,LDA,"[[223  17]
 [ 12  36]]",100.0,81.6,84.0,100.0,90.4,89.9,100.0,72.2,67.9,1.0,0.646,0.653,100.0,68.4,75.0,1.0,0.692,1.0,0.695,0.727,1.0,0.703,0.713,1.0,0.816,0.84,8.808,0.049
836,sub-032,Target-Nontarget,RF,"[[238   2]
 [ 34  14]]",100.0,63.2,64.2,100.0,87.8,87.5,100.0,100.0,87.5,1.0,0.479,0.461,100.0,26.3,29.2,1.0,0.625,1.0,0.34,0.367,1.0,0.417,0.438,1.0,0.632,0.642,4.64,0.19
